Group,Metric Name,Time,Value
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.9358134627567436,103766016447635
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.9381912971000527,103766016641440
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.9401039506859502,103766016833225
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.9420104423401298,103766017025516
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.9439239976721324,103766017221585
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.9479955416470236,103766017610909
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.9499415898970129,103766017801180
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.9519579843626004,103766017992460
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.9546790433123082,103766018281982
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.9569690475849817,103766018473997
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.9590000703762738,103766018668261
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.9609594845074207,103766018859787
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.9629573030032433,103766019051572
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.965755330992721,103766019336871
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.9679459528252127,103766019528718
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.9699286720834756,103766019722278
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.9719297769428811,103766019918088
